"sp"	"x"	"y"	"Partition"	"PresAbse"
"Sp_39"	-64.3752225	-5.8752165	1	1
"Sp_39"	-67.7918755	-3.8752245	1	1
"Sp_39"	-64.2085565	3.8747445	1	1
"Sp_39"	-56.7919195	-6.6252135	1	1
"Sp_39"	-63.1252275	-0.3752385	1	1
"Sp_39"	-63.9585575	1.5414205	1	1
"Sp_39"	-66.7918795	1.6247535	1	1
"Sp_39"	-59.9585735	-4.7918875	1	1
"Sp_39"	-67.7085425	-4.7918875	1	1
"Sp_39"	-59.4585755	-4.7918875	1	1
"Sp_39"	-68.8752045	-6.6252135	1	1
"Sp_39"	-62.1252315	-8.8752045	1	1
"Sp_39"	-69.9585335	-3.7918915	1	1
"Sp_14"	-56.58332826	-23.91666378	1	0
"Sp_14"	-60.08332854	-31.41666438	1	0
"Sp_14"	-59.08332846	-26.41666398	1	0
"Sp_14"	-58.7499951	-31.91666442	1	0
"Sp_14"	-56.58332826	-25.08333054	1	0
"Sp_14"	-52.41666126	-30.91666434	1	0
"Sp_14"	-58.7499951	-26.74999734	1	0
"Sp_14"	-51.2499945	-21.74999694	1	0
"Sp_14"	-52.0833279	-29.91666426	1	0
"Sp_14"	-63.41666214	-32.58333114	1	0
"Sp_14"	-63.24999546	-28.7499975	1	0
"Sp_14"	-64.24999554	-30.08333094	1	0
"Sp_14"	-51.58332786	-22.74999702	1	0
"Sp_14"	-56.2499949	-24.5833305	1	0
"Sp_14"	-55.58332818	-34.24999794	1	0
"Sp_14"	-58.24999506	-22.0833303	1	0
"Sp_14"	-53.7499947	-25.58333058	1	0
"Sp_14"	-60.91666194	-29.74999758	1	0
"Sp_14"	-58.08332838	-33.41666454	1	0
"Sp_14"	-48.08332758	-25.4166639	1	0
"Sp_14"	-56.08332822	-20.91666354	1	0
"Sp_17"	-69.08332926	-21.74999694	1	0
"Sp_17"	-65.08332894	-17.0833299	1	0
"Sp_17"	-72.41666286	-10.74999606	1	0
"Sp_17"	-69.91666266	-18.91666338	1	0
"Sp_17"	-65.91666234	-19.5833301	1	0
"Sp_17"	-73.7499963	-11.91666282	1	0
"Sp_17"	-70.24999602	-20.58333018	1	0
"Sp_17"	-69.5833293	-14.91666306	1	0
"Sp_17"	-64.74999558	-15.91666314	1	0
"Sp_17"	-74.08332966	-12.24999618	1	0
"Sp_17"	-75.24999642	-14.24999634	1	0
"Sp_17"	-64.41666222	-13.91666298	1	0
"Sp_17"	-75.74999646	-11.41666278	1	0
"Sp_17"	-74.91666306	-11.91666282	1	0
"Sp_17"	-65.58332898	-16.41666318	1	0
"Sp_17"	-65.74999566	-21.74999694	1	0
"Sp_17"	-66.74999574	-12.41666286	1	0
"Sp_17"	-70.08332934	-10.24999602	1	0
"Sp_17"	-65.24999562	-15.58332978	1	0
"Sp_18"	-64.91666226	-25.91666394	1	0
"Sp_18"	-52.24999458	-20.74999686	1	0
"Sp_18"	-55.08332814	-20.91666354	1	0
"Sp_18"	-62.24999538	-22.41666366	1	0
"Sp_18"	-57.24999498	-19.24999674	1	0
"Sp_18"	-62.9166621	-22.9166637	1	0
"Sp_18"	-51.08332782	-14.5833297	1	0
"Sp_18"	-41.74999374	-13.58332962	1	0
"Sp_18"	-66.41666238	-16.58332986	1	0
"Sp_18"	-41.91666042	-17.9166633	1	0
"Sp_18"	-60.24999522	-21.41666358	1	0
"Sp_18"	-53.41666134	-29.08333086	1	0
"Sp_18"	-54.74999478	-31.41666438	1	0
"Sp_18"	-45.58332738	-14.91666306	1	0
"Sp_18"	-61.2499953	-22.74999702	1	0
"Sp_18"	-61.91666202	-20.24999682	1	0
"Sp_18"	-57.0833283	-32.24999778	1	0
"Sp_34"	-70.58332938	-6.74999574	1	0
"Sp_34"	-55.24999482	-1.08332862	1	0
"Sp_34"	-53.7499947	-3.91666218	1	0
"Sp_34"	-61.2499953	-2.74999542	1	0
"Sp_34"	-49.74999438	-5.24999562	1	0
"Sp_34"	-57.24999498	-1.2499953	1	0
"Sp_34"	-67.74999582	-17.41666326	1	0
"Sp_34"	-61.41666198	-10.91666274	1	0
"Sp_34"	-66.58332906	-14.08332966	1	0
"Sp_34"	-60.91666194	-5.91666234	1	0
"Sp_34"	-57.0833283	-0.583328580000001	1	0
"Sp_34"	-63.41666214	-3.41666214	1	0
"Sp_34"	-64.91666226	-7.58332914	1	0
"Sp_34"	-59.5833285	-14.5833297	1	0
"Sp_34"	-47.58332754	-11.41666278	1	0
"Sp_34"	-63.91666218	-14.74999638	1	0
"Sp_34"	-70.08332934	-16.91666322	1	0
"Sp_34"	-60.4166619	-6.58332906	1	0
"Sp_34"	-62.41666206	-15.58332978	1	0
"Sp_34"	-62.0833287	-1.41666198	1	0
"Sp_34"	-65.74999566	-15.91666314	1	0
"Sp_34"	-69.5833293	-0.916661940000001	1	0
"Sp_34"	-76.08332982	-10.58332938	1	0
"Sp_39"	-61.74999534	-10.91666274	1	0
"Sp_39"	-62.74999542	0.916671539999999	1	0
"Sp_39"	-71.41666278	-5.91666234	1	0
"Sp_39"	-59.41666182	1.91667162	1	0
"Sp_39"	-65.08332894	-1.91666202	1	0
"Sp_39"	-55.4166615	-6.2499957	1	0
"Sp_39"	-60.08332854	2.58333834	1	0
"Sp_39"	-63.7499955	-2.9166621	1	0
"Sp_39"	-69.74999598	-2.0833287	1	0
"Sp_39"	-61.41666198	4.08333846	1	0
"Sp_39"	-65.74999566	-8.41666254	1	0
"Sp_39"	-61.91666202	-8.41666254	1	0
"Sp_39"	-62.41666206	-1.58332866	1	0
"Sp_39"	-66.91666242	-4.91666226	1	0
"Sp_39"	-59.41666182	-8.58332922	1	0
"Sp_39"	-61.91666202	-8.58332922	1	0
"Sp_39"	-63.7499955	-8.7499959	1	0
"Sp_39"	-67.58332914	-2.0833287	1	0
"Sp_39"	-64.91666226	2.25000498	1	0
"Sp_39"	-61.41666198	1.41667158	1	0
"Sp_39"	-66.41666238	3.7500051	1	0
"Sp_39"	-57.58332834	-5.08332894	1	0
"Sp_39"	-75.08332974	-5.4166623	1	0
"Sp_39"	-68.24999586	-9.24999594	1	0
"Sp_39"	-55.24999482	-9.08332926	1	0
"Sp_14"	-55.3752585	-31.7084465	1	1
"Sp_14"	-54.3752625	-30.9584495	1	1
"Sp_14"	-54.2085965	-31.2917815	1	1
"Sp_14"	-51.2086085	-28.5417925	1	1
"Sp_14"	-59.7919075	-31.8751125	1	1
"Sp_14"	-54.2085965	-30.9584495	1	1
"Sp_14"	-57.2919175	-29.1251235	1	1
"Sp_14"	-55.7919235	-26.8751325	1	1
"Sp_14"	-57.3752505	-28.8751245	1	1
"Sp_14"	-55.4585915	-29.9584535	1	1
"Sp_14"	-52.5419365	-31.2084485	1	1
"Sp_14"	-58.7085785	-29.8751205	1	1
"Sp_14"	-52.7086025	-32.3751105	1	1
"Sp_14"	-57.8752485	-30.4584515	1	1
"Sp_14"	-55.9585895	-33.1251075	1	1
"Sp_14"	-55.8752565	-25.2084725	1	1
"Sp_14"	-53.2086005	-29.8751205	1	1
"Sp_14"	-58.6252455	-33.5417725	1	1
"Sp_14"	-58.0419145	-29.6251215	1	1
"Sp_14"	-52.8752685	-28.4584595	1	1
"Sp_14"	-55.9585895	-25.9584695	1	1
"Sp_17"	-73.1251875	-15.0418465	1	1
"Sp_17"	-69.1252035	-17.7085025	1	1
"Sp_17"	-70.4585315	-15.5418445	1	1
"Sp_17"	-69.1252035	-18.8751645	1	1
"Sp_17"	-71.2085285	-13.8751845	1	1
"Sp_17"	-73.4585195	-14.3751825	1	1
"Sp_17"	-72.7085225	-15.4585115	1	1
"Sp_17"	-70.9585295	-15.7918435	1	1
"Sp_17"	-71.2085285	-14.3751825	1	1
"Sp_17"	-69.2085365	-18.7084985	1	1
"Sp_17"	-72.3751905	-14.2085165	1	1
"Sp_17"	-73.6251855	-14.4585155	1	1
"Sp_17"	-70.5418645	-14.3751825	1	1
"Sp_17"	-70.7085305	-15.7085105	1	1
"Sp_17"	-71.5418605	-14.9585135	1	1
"Sp_17"	-68.5418725	-18.7918315	1	1
"Sp_17"	-72.2085245	-14.4585155	1	1
"Sp_17"	-71.8751925	-14.2085165	1	1
"Sp_17"	-72.0418585	-15.9585095	1	1
"Sp_18"	-51.6252735	-17.2085045	1	1
"Sp_18"	-64.1252235	-29.6251215	1	1
"Sp_18"	-57.7085825	-29.6251215	1	1
"Sp_18"	-61.0419025	-24.1251435	1	1
"Sp_18"	-61.5419005	-26.7917995	1	1
"Sp_18"	-61.8752325	-27.6251295	1	1
"Sp_18"	-64.8752205	-30.6251175	1	1
"Sp_18"	-64.6252215	-24.5418085	1	1
"Sp_18"	-51.8752725	-22.4584835	1	1
"Sp_18"	-55.7919235	-21.6251535	1	1
"Sp_18"	-62.9585615	-20.8751565	1	1
"Sp_18"	-67.5418765	-30.2917855	1	1
"Sp_18"	-58.5419125	-28.7084585	1	1
"Sp_18"	-42.7919755	-16.8751725	1	1
"Sp_18"	-50.4586115	-22.5418165	1	1
"Sp_18"	-58.0419145	-32.2917775	1	1
"Sp_18"	-50.9586095	-19.0418305	1	1
"Sp_34"	-70.7085305	-11.9585255	1	1
"Sp_34"	-55.2085925	-8.1252075	1	1
"Sp_34"	-64.9585535	-5.3752185	1	1
"Sp_34"	-67.2918775	-5.0418865	1	1
"Sp_34"	-68.2085405	-7.2085445	1	1
"Sp_34"	-68.9585375	-4.2918895	1	1
"Sp_34"	-57.4585835	-5.8752165	1	1
"Sp_34"	-54.6252615	-7.7085425	1	1
"Sp_34"	-66.7918795	-8.0418745	1	1
"Sp_34"	-57.0419185	-8.2918735	1	1
"Sp_34"	-60.0419065	-6.8752125	1	1
"Sp_34"	-64.6252215	-8.5418725	1	1
"Sp_34"	-66.5418805	-5.4585515	1	1
"Sp_34"	-67.3752105	-15.7918435	1	1
"Sp_34"	-72.9585215	-10.1251995	1	1
"Sp_34"	-59.2085765	-5.0418865	1	1
"Sp_34"	-60.2085725	-7.2918775	1	1
"Sp_34"	-67.7085425	-11.0418625	1	1
"Sp_34"	-67.2918775	-6.6252135	1	1
"Sp_34"	-59.1252435	-3.8752245	1	1
"Sp_34"	-60.8752365	-7.7085425	1	1
"Sp_34"	-56.4585875	-5.2918855	1	1
"Sp_34"	-63.7085585	-14.0418505	1	1
"Sp_34"	-56.0419225	-5.0418865	1	1
"Sp_39"	-63.5418925	-10.2085325	1	1
"Sp_39"	-69.7085345	-3.2918935	1	1
"Sp_39"	-63.5418925	3.2914135	1	1
"Sp_39"	-68.2085405	-3.9585575	1	1
"Sp_39"	-62.2918975	4.8747405	1	1
"Sp_39"	-63.7918915	3.1247475	1	1
"Sp_39"	-68.5418725	-5.7918835	1	1
"Sp_39"	-71.4585275	-6.5418805	1	1
"Sp_39"	-62.6252295	-5.1252195	1	1
"Sp_39"	-60.2085725	-6.7085465	1	1
"Sp_39"	-65.4585515	-3.5418925	1	1
"Sp_39"	-66.2085485	-5.0418865	1	1
"Sp_39"	-68.3752065	-6.4585475	1	1
"Sp_39"	-69.6252015	-7.1252115	1	1
"Sp_39"	-66.3752145	-3.4585595	1	1
"Sp_39"	-60.9585695	-5.7918835	1	1
"Sp_39"	-64.2085565	0.8747565	1	1
"Sp_39"	-64.2918895	-2.6252295	1	1
"Sp_39"	-63.6252255	3.0414145	1	1
"Sp_39"	-61.2919015	-7.9585415	1	1
"Sp_39"	-58.4585795	-6.6252135	1	1
"Sp_39"	-67.4585435	-4.7085545	1	1
"Sp_39"	-60.4585715	-5.8752165	1	1
"Sp_39"	-64.3752225	2.4580835	1	1
"Sp_14"	-56.58332826	-23.91666378	1	0
"Sp_14"	-60.08332854	-31.41666438	1	0
"Sp_14"	-59.08332846	-26.41666398	1	0
"Sp_14"	-58.7499951	-31.91666442	1	0
"Sp_14"	-56.58332826	-25.08333054	1	0
"Sp_14"	-52.41666126	-30.91666434	1	0
"Sp_14"	-58.7499951	-26.74999734	1	0
"Sp_14"	-51.2499945	-21.74999694	1	0
"Sp_14"	-52.0833279	-29.91666426	1	0
"Sp_14"	-63.41666214	-32.58333114	1	0
"Sp_14"	-63.24999546	-28.7499975	1	0
"Sp_14"	-64.24999554	-30.08333094	1	0
"Sp_14"	-51.58332786	-22.74999702	1	0
"Sp_14"	-56.2499949	-24.5833305	1	0
"Sp_14"	-55.58332818	-34.24999794	1	0
"Sp_14"	-58.24999506	-22.0833303	1	0
"Sp_14"	-53.7499947	-25.58333058	1	0
"Sp_14"	-60.91666194	-29.74999758	1	0
"Sp_14"	-58.08332838	-33.41666454	1	0
"Sp_14"	-48.08332758	-25.4166639	1	0
"Sp_14"	-56.08332822	-20.91666354	1	0
"Sp_17"	-69.08332926	-21.74999694	1	0
"Sp_17"	-65.08332894	-17.0833299	1	0
"Sp_17"	-72.41666286	-10.74999606	1	0
"Sp_17"	-69.91666266	-18.91666338	1	0
"Sp_17"	-65.91666234	-19.5833301	1	0
"Sp_17"	-73.7499963	-11.91666282	1	0
"Sp_17"	-70.24999602	-20.58333018	1	0
"Sp_17"	-69.5833293	-14.91666306	1	0
"Sp_17"	-64.74999558	-15.91666314	1	0
"Sp_17"	-74.08332966	-12.24999618	1	0
"Sp_17"	-75.24999642	-14.24999634	1	0
"Sp_17"	-64.41666222	-13.91666298	1	0
"Sp_17"	-75.74999646	-11.41666278	1	0
"Sp_17"	-74.91666306	-11.91666282	1	0
"Sp_17"	-65.58332898	-16.41666318	1	0
"Sp_17"	-65.74999566	-21.74999694	1	0
"Sp_17"	-66.74999574	-12.41666286	1	0
"Sp_17"	-70.08332934	-10.24999602	1	0
"Sp_17"	-65.24999562	-15.58332978	1	0
"Sp_18"	-64.91666226	-25.91666394	1	0
"Sp_18"	-52.24999458	-20.74999686	1	0
"Sp_18"	-55.08332814	-20.91666354	1	0
"Sp_18"	-62.24999538	-22.41666366	1	0
"Sp_18"	-57.24999498	-19.24999674	1	0
"Sp_18"	-62.9166621	-22.9166637	1	0
"Sp_18"	-51.08332782	-14.5833297	1	0
"Sp_18"	-41.74999374	-13.58332962	1	0
"Sp_18"	-66.41666238	-16.58332986	1	0
"Sp_18"	-41.91666042	-17.9166633	1	0
"Sp_18"	-60.24999522	-21.41666358	1	0
"Sp_18"	-53.41666134	-29.08333086	1	0
"Sp_18"	-54.74999478	-31.41666438	1	0
"Sp_18"	-45.58332738	-14.91666306	1	0
"Sp_18"	-61.2499953	-22.74999702	1	0
"Sp_18"	-61.91666202	-20.24999682	1	0
"Sp_18"	-57.0833283	-32.24999778	1	0
"Sp_34"	-70.58332938	-6.74999574	1	0
"Sp_34"	-55.24999482	-1.08332862	1	0
"Sp_34"	-53.7499947	-3.91666218	1	0
"Sp_34"	-61.2499953	-2.74999542	1	0
"Sp_34"	-49.74999438	-5.24999562	1	0
"Sp_34"	-57.24999498	-1.2499953	1	0
"Sp_34"	-67.74999582	-17.41666326	1	0
"Sp_34"	-61.41666198	-10.91666274	1	0
"Sp_34"	-66.58332906	-14.08332966	1	0
"Sp_34"	-60.91666194	-5.91666234	1	0
"Sp_34"	-57.0833283	-0.583328580000001	1	0
"Sp_34"	-63.41666214	-3.41666214	1	0
"Sp_34"	-64.91666226	-7.58332914	1	0
"Sp_34"	-59.5833285	-14.5833297	1	0
"Sp_34"	-47.58332754	-11.41666278	1	0
"Sp_34"	-63.91666218	-14.74999638	1	0
"Sp_34"	-70.08332934	-16.91666322	1	0
"Sp_34"	-60.4166619	-6.58332906	1	0
"Sp_34"	-62.41666206	-15.58332978	1	0
"Sp_34"	-62.0833287	-1.41666198	1	0
"Sp_34"	-65.74999566	-15.91666314	1	0
"Sp_34"	-69.5833293	-0.916661940000001	1	0
"Sp_34"	-76.08332982	-10.58332938	1	0
"Sp_34"	-65.58332898	-6.41666238	1	0
"Sp_39"	-61.74999534	-10.91666274	1	0
"Sp_39"	-62.74999542	0.916671539999999	1	0
"Sp_39"	-71.41666278	-5.91666234	1	0
"Sp_39"	-59.41666182	1.91667162	1	0
"Sp_39"	-65.08332894	-1.91666202	1	0
"Sp_39"	-55.4166615	-6.2499957	1	0
"Sp_39"	-60.08332854	2.58333834	1	0
"Sp_39"	-63.7499955	-2.9166621	1	0
"Sp_39"	-69.74999598	-2.0833287	1	0
"Sp_39"	-61.41666198	4.08333846	1	0
"Sp_39"	-65.74999566	-8.41666254	1	0
"Sp_39"	-61.91666202	-8.41666254	1	0
"Sp_39"	-62.41666206	-1.58332866	1	0
"Sp_39"	-66.91666242	-4.91666226	1	0
"Sp_39"	-59.41666182	-8.58332922	1	0
"Sp_39"	-61.91666202	-8.58332922	1	0
"Sp_39"	-63.7499955	-8.7499959	1	0
"Sp_39"	-67.58332914	-2.0833287	1	0
"Sp_39"	-64.91666226	2.25000498	1	0
"Sp_39"	-61.41666198	1.41667158	1	0
"Sp_39"	-66.41666238	3.7500051	1	0
"Sp_39"	-57.58332834	-5.08332894	1	0
"Sp_39"	-75.08332974	-5.4166623	1	0
"Sp_39"	-68.24999586	-9.24999594	1	0
