"sp"	"x"	"y"	"Partition"	"PresAbse"
"Sp_14"	-62.9166621	-27.24999738	2	0
"Sp_14"	-57.0833283	-25.08333054	2	0
"Sp_14"	-59.74999518	-30.74999766	2	0
"Sp_14"	-52.41666126	-30.08333094	2	0
"Sp_14"	-55.58332818	-31.08333102	2	0
"Sp_14"	-61.41666198	-30.58333098	2	0
"Sp_17"	-65.24999562	-16.91666322	2	0
"Sp_17"	-75.58332978	-14.24999634	2	0
"Sp_17"	-69.08332926	-18.08332998	2	0
"Sp_17"	-71.58332946	-16.2499965	2	0
"Sp_17"	-69.91666266	-17.58332994	2	0
"Sp_17"	-72.41666286	-10.24999602	2	0
"Sp_17"	-69.41666262	-21.91666362	2	0
"Sp_17"	-68.58332922	-11.2499961	2	0
"Sp_17"	-73.7499963	-12.58332954	2	0
"Sp_17"	-67.41666246	-21.2499969	2	0
"Sp_17"	-69.24999594	-20.24999682	2	0
"Sp_17"	-64.08332886	-14.08332966	2	0
"Sp_17"	-65.08332894	-22.24999698	2	0
"Sp_17"	-65.08332894	-15.74999646	2	0
"Sp_17"	-74.24999634	-13.41666294	2	0
"Sp_17"	-68.91666258	-12.0833295	2	0
"Sp_17"	-72.41666286	-9.5833293	2	0
"Sp_17"	-76.08332982	-11.91666282	2	0
"Sp_17"	-69.41666262	-22.58333034	2	0
"Sp_18"	-49.74999438	-20.58333018	2	0
"Sp_18"	-67.41666246	-18.24999666	2	0
"Sp_18"	-56.41666158	-34.08333126	2	0
"Sp_18"	-61.41666198	-26.08333062	2	0
"Sp_18"	-59.24999514	-34.41666462	2	0
"Sp_18"	-53.08332798	-28.91666418	2	0
"Sp_18"	-40.08332694	-19.24999674	2	0
"Sp_18"	-67.58332914	-29.5833309	2	0
"Sp_18"	-53.08332798	-26.2499973	2	0
"Sp_18"	-43.41666054	-18.7499967	2	0
"Sp_18"	-55.4166615	-17.41666326	2	0
"Sp_18"	-65.08332894	-20.91666354	2	0
"Sp_18"	-61.91666202	-31.58333106	2	0
"Sp_18"	-65.58332898	-30.08333094	2	0
"Sp_18"	-57.0833283	-31.08333102	2	0
"Sp_18"	-50.58332778	-22.58333034	2	0
"Sp_18"	-68.08332918	-18.08332998	2	0
"Sp_34"	-65.58332898	-6.41666238	2	0
"Sp_34"	-66.2499957	-18.91666338	2	0
"Sp_34"	-65.91666234	-7.0833291	2	0
"Sp_34"	-59.41666182	-1.58332866	2	0
"Sp_34"	-58.7499951	-2.9166621	2	0
"Sp_34"	-68.24999586	-5.58332898	2	0
"Sp_34"	-62.24999538	-9.24999594	2	0
"Sp_34"	-48.08332758	-10.74999606	2	0
"Sp_34"	-69.24999594	-19.08333006	2	0
"Sp_34"	-70.4166627	-16.91666322	2	0
"Sp_34"	-71.58332946	-15.4166631	2	0
"Sp_34"	-65.91666234	-8.91666258	2	0
"Sp_34"	-71.08332942	-9.91666266	2	0
"Sp_34"	-65.91666234	-0.916661940000001	2	0
"Sp_34"	-75.08332974	-13.08332958	2	0
"Sp_34"	-56.08332822	-5.4166623	2	0
"Sp_34"	-55.58332818	-12.41666286	2	0
"Sp_34"	-48.24999426	-10.74999606	2	0
"Sp_34"	-57.0833283	-6.58332906	2	0
"Sp_34"	-54.08332806	-10.58332938	2	0
"Sp_34"	-66.74999574	-10.08332934	2	0
"Sp_34"	-67.9166625	-17.24999658	2	0
"Sp_34"	-64.5833289	-5.4166623	2	0
"Sp_34"	-69.08332926	-9.91666266	2	0
"Sp_39"	-69.41666262	-2.74999542	2	0
"Sp_39"	-54.74999478	-3.58332882	2	0
"Sp_39"	-60.58332858	1.08333822	2	0
"Sp_39"	-63.58332882	-13.08332958	2	0
"Sp_39"	-67.24999578	-1.08332862	2	0
"Sp_39"	-62.9166621	4.41667182	2	0
"Sp_39"	-62.58332874	-2.9166621	2	0
"Sp_39"	-72.41666286	-0.4166619	2	0
"Sp_39"	-70.74999606	-8.08332918	2	0
"Sp_39"	-74.74999638	-8.24999586	2	0
"Sp_39"	-67.24999578	-2.74999542	2	0
"Sp_39"	-62.0833287	-11.58332946	2	0
"Sp_39"	-62.9166621	-14.41666302	2	0
"Sp_39"	-65.4166623	-7.9166625	2	0
"Sp_39"	-64.08332886	5.08333854	2	0
"Sp_39"	-67.0833291	4.75000518	2	0
"Sp_39"	-54.5833281	-8.24999586	2	0
"Sp_39"	-72.74999622	-7.41666246	2	0
"Sp_39"	-62.74999542	-11.91666282	2	0
"Sp_39"	-60.08332854	-6.74999574	2	0
"Sp_39"	-62.74999542	-8.7499959	2	0
"Sp_39"	-58.08332838	-8.41666254	2	0
"Sp_39"	-70.08332934	-10.08332934	2	0
"Sp_39"	-60.74999526	-13.41666294	2	0
"Sp_14"	-54.2085965	-25.0418065	2	1
"Sp_14"	-58.2919135	-29.1251235	2	1
"Sp_14"	-57.2919175	-27.2917975	2	1
"Sp_14"	-52.0419385	-30.0417865	2	1
"Sp_14"	-52.0419385	-29.6251215	2	1
"Sp_14"	-54.0419305	-27.8751285	2	1
"Sp_14"	-55.9585895	-27.9584615	2	1
"Sp_14"	-59.5419085	-32.5417765	2	1
"Sp_14"	-55.7085905	-27.3751305	2	1
"Sp_14"	-57.3752505	-29.4584555	2	1
"Sp_14"	-54.5419285	-27.3751305	2	1
"Sp_14"	-57.0419185	-32.2917775	2	1
"Sp_14"	-56.1252555	-29.7917875	2	1
"Sp_14"	-54.6252615	-28.8751245	2	1
"Sp_14"	-56.1252555	-26.5418005	2	1
"Sp_14"	-53.7085985	-32.4584435	2	1
"Sp_14"	-57.2919175	-28.8751245	2	1
"Sp_14"	-58.7919115	-33.2084405	2	1
"Sp_14"	-52.3752705	-32.2084445	2	1
"Sp_14"	-59.3752425	-32.1251115	2	1
"Sp_14"	-56.2085885	-25.7084705	2	1
"Sp_17"	-70.8751965	-15.4585115	2	1
"Sp_17"	-72.5418565	-14.7918475	2	1
"Sp_17"	-69.7085345	-16.9585055	2	1
"Sp_17"	-71.1251955	-14.4585155	2	1
"Sp_17"	-69.3752025	-18.0418345	2	1
"Sp_17"	-71.6251935	-15.2918455	2	1
"Sp_17"	-69.7085345	-17.5418365	2	1
"Sp_17"	-71.4585275	-15.2085125	2	1
"Sp_17"	-68.8752045	-18.9584975	2	1
"Sp_17"	-69.9585335	-14.5418485	2	1
"Sp_17"	-68.0418745	-16.3751745	2	1
"Sp_17"	-68.5418725	-19.5418285	2	1
"Sp_17"	-68.2918735	-15.8751765	2	1
"Sp_17"	-70.0418665	-16.4585075	2	1
"Sp_17"	-70.6251975	-14.2085165	2	1
"Sp_17"	-72.1251915	-15.0418465	2	1
"Sp_17"	-70.5418645	-16.1251755	2	1
"Sp_17"	-70.2918655	-14.2918495	2	1
"Sp_17"	-70.9585295	-16.0418425	2	1
"Sp_18"	-57.4585835	-28.2084605	2	1
"Sp_18"	-60.3752385	-33.5417725	2	1
"Sp_18"	-61.3752345	-26.6251335	2	1
"Sp_18"	-61.2919015	-26.9584655	2	1
"Sp_18"	-61.3752345	-23.1251475	2	1
"Sp_18"	-62.2918975	-26.4584675	2	1
"Sp_18"	-59.5419085	-24.4584755	2	1
"Sp_18"	-57.4585835	-31.7917795	2	1
"Sp_18"	-62.4585635	-25.7084705	2	1
"Sp_18"	-58.1252475	-23.4584795	2	1
"Sp_18"	-63.7085585	-33.3751065	2	1
"Sp_18"	-42.2919775	-17.2918375	2	1
"Sp_18"	-63.2085605	-25.2918055	2	1
"Sp_18"	-59.2085765	-23.2918135	2	1
"Sp_18"	-65.4585515	-28.6251255	2	1
"Sp_18"	-64.6252215	-19.7084945	2	1
"Sp_18"	-56.2085885	-20.2918255	2	1
"Sp_34"	-71.2085285	-12.0418585	2	1
"Sp_34"	-68.2085405	-11.2918615	2	1
"Sp_34"	-68.4585395	-7.2085445	2	1
"Sp_34"	-68.2918735	-13.7918515	2	1
"Sp_34"	-71.3751945	-8.4585395	2	1
"Sp_34"	-71.2085285	-7.4585435	2	1
"Sp_34"	-69.1252035	-9.5418685	2	1
"Sp_34"	-60.4585715	-8.0418745	2	1
"Sp_34"	-69.5418685	-8.7918715	2	1
"Sp_34"	-54.3752625	-7.2085445	2	1
"Sp_34"	-60.7919035	-7.4585435	2	1
"Sp_34"	-67.7085425	-13.6251855	2	1
"Sp_34"	-65.3752185	-8.7918715	2	1
"Sp_34"	-68.1252075	-6.0418825	2	1
"Sp_34"	-66.0418825	-15.2085125	2	1
"Sp_34"	-54.8752605	-7.1252115	2	1
"Sp_34"	-64.4585555	-14.1251835	2	1
"Sp_34"	-58.7085785	-6.2918815	2	1
"Sp_34"	-73.0418545	-6.4585475	2	1
"Sp_34"	-55.9585895	-7.2085445	2	1
"Sp_34"	-68.4585395	-7.9585415	2	1
"Sp_34"	-71.7918595	-9.1252035	2	1
"Sp_34"	-51.2919415	-9.0418705	2	1
"Sp_39"	-64.0418905	-0.4585715	2	1
"Sp_39"	-70.8751965	-5.7918835	2	1
"Sp_39"	-71.7085265	-6.5418805	2	1
"Sp_39"	-65.7085505	-7.0418785	2	1
"Sp_39"	-64.8752205	1.1247555	2	1
"Sp_39"	-66.5418805	-2.9585615	2	1
"Sp_39"	-64.7918875	0.2914255	2	1
"Sp_39"	-64.0418905	-2.2085645	2	1
"Sp_39"	-68.7085385	-6.6252135	2	1
"Sp_39"	-61.7085665	-5.7085505	2	1
"Sp_39"	-67.4585435	-6.4585475	2	1
"Sp_39"	-60.8752365	-8.2085405	2	1
"Sp_39"	-64.3752225	-5.8752165	2	1
"Sp_39"	-67.7918755	-3.8752245	2	1
"Sp_39"	-64.2085565	3.8747445	2	1
"Sp_39"	-56.7919195	-6.6252135	2	1
"Sp_39"	-63.1252275	-0.3752385	2	1
"Sp_39"	-63.9585575	1.5414205	2	1
"Sp_39"	-66.7918795	1.6247535	2	1
"Sp_39"	-59.9585735	-4.7918875	2	1
"Sp_39"	-67.7085425	-4.7918875	2	1
"Sp_39"	-59.4585755	-4.7918875	2	1
"Sp_39"	-68.8752045	-6.6252135	2	1
"Sp_39"	-62.1252315	-8.8752045	2	1
"Sp_39"	-69.9585335	-3.7918915	2	1
"Sp_14"	-60.91666194	-24.24999714	2	0
"Sp_14"	-50.08332774	-23.08333038	2	0
"Sp_14"	-57.41666166	-23.58333042	2	0
"Sp_14"	-50.74999446	-22.41666366	2	0
"Sp_14"	-57.9166617	-33.91666458	2	0
"Sp_14"	-58.91666178	-29.91666426	2	0
"Sp_14"	-64.5833289	-32.0833311	2	0
"Sp_14"	-61.91666202	-27.74999742	2	0
"Sp_14"	-53.41666134	-27.74999742	2	0
"Sp_14"	-53.58332802	-26.74999734	2	0
"Sp_14"	-52.74999462	-31.08333102	2	0
"Sp_14"	-57.58332834	-24.91666386	2	0
"Sp_14"	-62.0833287	-26.41666398	2	0
"Sp_14"	-61.91666202	-28.91666418	2	0
"Sp_14"	-56.2499949	-25.91666394	2	0
"Sp_14"	-62.9166621	-27.24999738	2	0
"Sp_14"	-57.0833283	-25.08333054	2	0
"Sp_14"	-59.74999518	-30.74999766	2	0
"Sp_14"	-52.41666126	-30.08333094	2	0
"Sp_14"	-55.58332818	-31.08333102	2	0
"Sp_14"	-61.41666198	-30.58333098	2	0
"Sp_17"	-65.24999562	-16.91666322	2	0
"Sp_17"	-75.58332978	-14.24999634	2	0
"Sp_17"	-69.08332926	-18.08332998	2	0
"Sp_17"	-71.58332946	-16.2499965	2	0
"Sp_17"	-69.91666266	-17.58332994	2	0
"Sp_17"	-72.41666286	-10.24999602	2	0
"Sp_17"	-69.41666262	-21.91666362	2	0
"Sp_17"	-68.58332922	-11.2499961	2	0
"Sp_17"	-73.7499963	-12.58332954	2	0
"Sp_17"	-67.41666246	-21.2499969	2	0
"Sp_17"	-69.24999594	-20.24999682	2	0
"Sp_17"	-64.08332886	-14.08332966	2	0
"Sp_17"	-65.08332894	-22.24999698	2	0
"Sp_17"	-65.08332894	-15.74999646	2	0
"Sp_17"	-74.24999634	-13.41666294	2	0
"Sp_17"	-68.91666258	-12.0833295	2	0
"Sp_17"	-72.41666286	-9.5833293	2	0
"Sp_17"	-76.08332982	-11.91666282	2	0
"Sp_17"	-69.41666262	-22.58333034	2	0
"Sp_18"	-49.74999438	-20.58333018	2	0
"Sp_18"	-67.41666246	-18.24999666	2	0
"Sp_18"	-56.41666158	-34.08333126	2	0
"Sp_18"	-61.41666198	-26.08333062	2	0
"Sp_18"	-59.24999514	-34.41666462	2	0
"Sp_18"	-53.08332798	-28.91666418	2	0
"Sp_18"	-40.08332694	-19.24999674	2	0
"Sp_18"	-67.58332914	-29.5833309	2	0
"Sp_18"	-53.08332798	-26.2499973	2	0
"Sp_18"	-43.41666054	-18.7499967	2	0
"Sp_18"	-55.4166615	-17.41666326	2	0
"Sp_18"	-65.08332894	-20.91666354	2	0
"Sp_18"	-61.91666202	-31.58333106	2	0
"Sp_18"	-65.58332898	-30.08333094	2	0
"Sp_18"	-57.0833283	-31.08333102	2	0
"Sp_18"	-50.58332778	-22.58333034	2	0
"Sp_18"	-68.08332918	-18.08332998	2	0
"Sp_34"	-66.2499957	-18.91666338	2	0
"Sp_34"	-65.91666234	-7.0833291	2	0
"Sp_34"	-59.41666182	-1.58332866	2	0
"Sp_34"	-58.7499951	-2.9166621	2	0
"Sp_34"	-68.24999586	-5.58332898	2	0
"Sp_34"	-62.24999538	-9.24999594	2	0
"Sp_34"	-48.08332758	-10.74999606	2	0
"Sp_34"	-69.24999594	-19.08333006	2	0
"Sp_34"	-70.4166627	-16.91666322	2	0
"Sp_34"	-71.58332946	-15.4166631	2	0
"Sp_34"	-65.91666234	-8.91666258	2	0
"Sp_34"	-71.08332942	-9.91666266	2	0
"Sp_34"	-65.91666234	-0.916661940000001	2	0
"Sp_34"	-75.08332974	-13.08332958	2	0
"Sp_34"	-56.08332822	-5.4166623	2	0
"Sp_34"	-55.58332818	-12.41666286	2	0
"Sp_34"	-48.24999426	-10.74999606	2	0
"Sp_34"	-57.0833283	-6.58332906	2	0
"Sp_34"	-54.08332806	-10.58332938	2	0
"Sp_34"	-66.74999574	-10.08332934	2	0
"Sp_34"	-67.9166625	-17.24999658	2	0
"Sp_34"	-64.5833289	-5.4166623	2	0
"Sp_34"	-69.08332926	-9.91666266	2	0
"Sp_39"	-55.24999482	-9.08332926	2	0
"Sp_39"	-69.41666262	-2.74999542	2	0
"Sp_39"	-54.74999478	-3.58332882	2	0
"Sp_39"	-60.58332858	1.08333822	2	0
"Sp_39"	-63.58332882	-13.08332958	2	0
"Sp_39"	-67.24999578	-1.08332862	2	0
"Sp_39"	-62.9166621	4.41667182	2	0
"Sp_39"	-62.58332874	-2.9166621	2	0
"Sp_39"	-72.41666286	-0.4166619	2	0
"Sp_39"	-70.74999606	-8.08332918	2	0
"Sp_39"	-74.74999638	-8.24999586	2	0
"Sp_39"	-67.24999578	-2.74999542	2	0
"Sp_39"	-62.0833287	-11.58332946	2	0
"Sp_39"	-62.9166621	-14.41666302	2	0
"Sp_39"	-65.4166623	-7.9166625	2	0
"Sp_39"	-64.08332886	5.08333854	2	0
"Sp_39"	-67.0833291	4.75000518	2	0
"Sp_39"	-54.5833281	-8.24999586	2	0
"Sp_39"	-72.74999622	-7.41666246	2	0
"Sp_39"	-62.74999542	-11.91666282	2	0
"Sp_39"	-60.08332854	-6.74999574	2	0
"Sp_39"	-62.74999542	-8.7499959	2	0
"Sp_39"	-58.08332838	-8.41666254	2	0
"Sp_39"	-70.08332934	-10.08332934	2	0
"Sp_39"	-60.74999526	-13.41666294	2	0
